audio_path,relative_path,text,authenticity,duration,speaker_id,gender,accent,scenario,is_verified,notes
audio\real_new\real_samples\26093ef7a8c5ec6a3c586a6a929c1bd3.wav,real_new\real_samples\26093ef7a8c5ec6a3c586a6a929c1bd3.wav,Салют вызов Светлане Васильевне миколенко,real,3.17,real_new,,,,0,
audio\real_new\real_samples\260_123286_000004_000000.wav,real_new\real_samples\260_123286_000004_000000.wav,[ERROR] Речь не распознана,real,4.09,real_new,,,,0,
audio\real_new\real_samples\260_123286_000005_000000.wav,real_new\real_samples\260_123286_000005_000000.wav,[ERROR] Речь не распознана,real,3.64,real_new,,,,0,
audio\real_new\real_samples\260_123286_000005_000001.wav,real_new\real_samples\260_123286_000005_000001.wav,[ERROR] Речь не распознана,real,5.99,real_new,,,,0,
audio\real_new\real_samples\260_123286_000007_000000.wav,real_new\real_samples\260_123286_000007_000000.wav,[ERROR] Речь не распознана,real,5.21,real_new,,,,0,
audio\real_new\real_samples\260_123286_000012_000001.wav,real_new\real_samples\260_123286_000012_000001.wav,[ERROR] Речь не распознана,real,4.22,real_new,,,,0,
audio\real_new\real_samples\260_123286_000013_000000.wav,real_new\real_samples\260_123286_000013_000000.wav,[ERROR] Речь не распознана,real,6.14,real_new,,,,0,
audio\real_new\real_samples\260_123286_000014_000000.wav,real_new\real_samples\260_123286_000014_000000.wav,[ERROR] Речь не распознана,real,10.91,real_new,,,,0,
audio\real_new\real_samples\260_123286_000016_000000.wav,real_new\real_samples\260_123286_000016_000000.wav,[ERROR] Речь не распознана,real,4.34,real_new,,,,0,
audio\real_new\real_samples\260_123286_000018_000000.wav,real_new\real_samples\260_123286_000018_000000.wav,[ERROR] Речь не распознана,real,3.29,real_new,,,,0,
audio\real_new\real_samples\260_123286_000019_000002.wav,real_new\real_samples\260_123286_000019_000002.wav,[ERROR] Речь не распознана,real,3.21,real_new,,,,0,
audio\real_new\real_samples\260_123286_000020_000000.wav,real_new\real_samples\260_123286_000020_000000.wav,[ERROR] Речь не распознана,real,5.21,real_new,,,,0,
audio\real_new\real_samples\260_123286_000021_000004.wav,real_new\real_samples\260_123286_000021_000004.wav,[ERROR] Речь не распознана,real,3.72,real_new,,,,0,
audio\real_new\real_samples\260_123286_000021_000005.wav,real_new\real_samples\260_123286_000021_000005.wav,[ERROR] Речь не распознана,real,5.68,real_new,,,,0,
audio\real_new\real_samples\260_123286_000021_000007.wav,real_new\real_samples\260_123286_000021_000007.wav,[ERROR] Речь не распознана,real,3.95,real_new,,,,0,
audio\real_new\real_samples\260_123286_000022_000001.wav,real_new\real_samples\260_123286_000022_000001.wav,[ERROR] Речь не распознана,real,4.54,real_new,,,,0,
audio\real_new\real_samples\260_123286_000024_000000.wav,real_new\real_samples\260_123286_000024_000000.wav,[ERROR] Речь не распознана,real,8.0,real_new,,,,0,
audio\real_new\real_samples\260_123286_000028_000000.wav,real_new\real_samples\260_123286_000028_000000.wav,[ERROR] Речь не распознана,real,3.72,real_new,,,,0,
audio\real_new\real_samples\260_123286_000029_000000.wav,real_new\real_samples\260_123286_000029_000000.wav,[ERROR] Речь не распознана,real,8.12,real_new,,,,0,
audio\real_new\real_samples\260_123286_000029_000002.wav,real_new\real_samples\260_123286_000029_000002.wav,Take My Eyes of the sente arm,real,3.16,real_new,,,,0,
audio\real_new\real_samples\260_123286_000031_000003.wav,real_new\real_samples\260_123286_000031_000003.wav,[ERROR] Речь не распознана,real,5.5,real_new,,,,0,
audio\real_new\real_samples\260_123286_000032_000002.wav,real_new\real_samples\260_123286_000032_000002.wav,[ERROR] Речь не распознана,real,15.85,real_new,,,,0,
audio\real_new\real_samples\260_123286_000033_000000.wav,real_new\real_samples\260_123286_000033_000000.wav,[ERROR] Речь не распознана,real,4.91,real_new,,,,0,
audio\real_new\real_samples\260_123286_000033_000003.wav,real_new\real_samples\260_123286_000033_000003.wav,[ERROR] Речь не распознана,real,5.8,real_new,,,,0,
audio\real_new\real_samples\260_123286_000034_000002.wav,real_new\real_samples\260_123286_000034_000002.wav,[ERROR] Речь не распознана,real,10.96,real_new,,,,0,
audio\real_new\real_samples\260_123288_000006_000000.wav,real_new\real_samples\260_123288_000006_000000.wav,[ERROR] Речь не распознана,real,6.34,real_new,,,,0,
audio\real_new\real_samples\260_123288_000006_000002.wav,real_new\real_samples\260_123288_000006_000002.wav,[ERROR] Речь не распознана,real,9.36,real_new,,,,0,
audio\real_new\real_samples\260_123288_000006_000004.wav,real_new\real_samples\260_123288_000006_000004.wav,[ERROR] Речь не распознана,real,11.73,real_new,,,,0,
audio\real_new\real_samples\260_123288_000007_000000.wav,real_new\real_samples\260_123288_000007_000000.wav,[ERROR] Речь не распознана,real,13.06,real_new,,,,0,
audio\real_new\real_samples\260_123288_000007_000001.wav,real_new\real_samples\260_123288_000007_000001.wav,[ERROR] Речь не распознана,real,6.95,real_new,,,,0,
audio\real_new\real_samples\260_123288_000008_000000.wav,real_new\real_samples\260_123288_000008_000000.wav,[ERROR] Речь не распознана,real,3.67,real_new,,,,0,
audio\real_new\real_samples\260_123288_000008_000001.wav,real_new\real_samples\260_123288_000008_000001.wav,[ERROR] Речь не распознана,real,10.54,real_new,,,,0,
audio\real_new\real_samples\260_123288_000009_000000.wav,real_new\real_samples\260_123288_000009_000000.wav,I'm love to Believe This And I have,real,4.44,real_new,,,,0,
audio\real_new\real_samples\260_123288_000011_000001.wav,real_new\real_samples\260_123288_000011_000001.wav,[ERROR] Речь не распознана,real,8.55,real_new,,,,0,
audio\real_new\real_samples\260_123288_000012_000000.wav,real_new\real_samples\260_123288_000012_000000.wav,[ERROR] Речь не распознана,real,4.96,real_new,,,,0,
audio\real_new\real_samples\260_123288_000013_000001.wav,real_new\real_samples\260_123288_000013_000001.wav,[ERROR] Речь не распознана,real,8.06,real_new,,,,0,
audio\real_new\real_samples\260_123288_000013_000002.wav,real_new\real_samples\260_123288_000013_000002.wav,[ERROR] Речь не распознана,real,9.51,real_new,,,,0,
audio\real_new\real_samples\260_123288_000013_000003.wav,real_new\real_samples\260_123288_000013_000003.wav,[ERROR] Речь не распознана,real,3.42,real_new,,,,0,
audio\real_new\real_samples\260_123288_000015_000000.wav,real_new\real_samples\260_123288_000015_000000.wav,[ERROR] Речь не распознана,real,3.24,real_new,,,,0,
audio\real_new\real_samples\260_123288_000016_000001.wav,real_new\real_samples\260_123288_000016_000001.wav,[ERROR] Речь не распознана,real,10.67,real_new,,,,0,
audio\real_new\real_samples\260_123288_000016_000002.wav,real_new\real_samples\260_123288_000016_000002.wav,Ca,real,3.72,real_new,,,,0,
audio\real_new\real_samples\260_123288_000016_000003.wav,real_new\real_samples\260_123288_000016_000003.wav,[ERROR] Речь не распознана,real,4.45,real_new,,,,0,
audio\real_new\real_samples\260_123288_000016_000005.wav,real_new\real_samples\260_123288_000016_000005.wav,My Uncle false for Links I Creep host,real,3.36,real_new,,,,0,
audio\real_new\real_samples\260_123288_000016_000006.wav,real_new\real_samples\260_123288_000016_000006.wav,[ERROR] Речь не распознана,real,7.74,real_new,,,,0,
audio\real_new\real_samples\260_123288_000017_000001.wav,real_new\real_samples\260_123288_000017_000001.wav,[ERROR] Речь не распознана,real,13.37,real_new,,,,0,
audio\real_new\real_samples\260_123288_000019_000001.wav,real_new\real_samples\260_123288_000019_000001.wav,[ERROR] Речь не распознана,real,3.04,real_new,,,,0,
audio\real_new\real_samples\260_123288_000020_000000.wav,real_new\real_samples\260_123288_000020_000000.wav,[ERROR] Речь не распознана,real,3.46,real_new,,,,0,
audio\real_new\real_samples\260_123288_000023_000001.wav,real_new\real_samples\260_123288_000023_000001.wav,[ERROR] Речь не распознана,real,11.48,real_new,,,,0,
audio\real_new\real_samples\260_123288_000023_000004.wav,real_new\real_samples\260_123288_000023_000004.wav,heaving Waves Present of Fairy for each Person Force It's on interior Flames and Everyday,real,9.78,real_new,,,,0,
audio\real_new\real_samples\260_123288_000023_000005.wav,real_new\real_samples\260_123288_000023_000005.wav,My Eyes Fail in the does Ling light my Island,real,6.33,real_new,,,,0,
audio\real_new\real_samples\260_123288_000023_000006.wav,real_new\real_samples\260_123288_000023_000006.wav,[ERROR] Речь не распознана,real,5.34,real_new,,,,0,
audio\real_new\real_samples\260_123288_000024_000001.wav,real_new\real_samples\260_123288_000024_000001.wav,[ERROR] Речь не распознана,real,4.96,real_new,,,,0,
audio\real_new\real_samples\260_123288_000024_000002.wav,real_new\real_samples\260_123288_000024_000002.wav,[ERROR] Речь не распознана,real,9.79,real_new,,,,0,
audio\real_new\real_samples\260_123288_000027_000000.wav,real_new\real_samples\260_123288_000027_000000.wav,[ERROR] Речь не распознана,real,4.57,real_new,,,,0,
audio\real_new\real_samples\260_123288_000027_000002.wav,real_new\real_samples\260_123288_000027_000002.wav,[ERROR] Речь не распознана,real,3.52,real_new,,,,0,
audio\real_new\real_samples\260_123288_000027_000003.wav,real_new\real_samples\260_123288_000027_000003.wav,[ERROR] Речь не распознана,real,23.99,real_new,,,,0,
audio\real_new\real_samples\260_123288_000028_000000.wav,real_new\real_samples\260_123288_000028_000000.wav,[ERROR] Речь не распознана,real,20.24,real_new,,,,0,
audio\real_new\real_samples\260_123288_000030_000001.wav,real_new\real_samples\260_123288_000030_000001.wav,[ERROR] Речь не распознана,real,4.32,real_new,,,,0,
audio\real_new\real_samples\260_123288_000031_000001.wav,real_new\real_samples\260_123288_000031_000001.wav,[ERROR] Речь не распознана,real,4.65,real_new,,,,0,
audio\real_new\real_samples\260_123288_000032_000001.wav,real_new\real_samples\260_123288_000032_000001.wav,[ERROR] Речь не распознана,real,4.7,real_new,,,,0,
audio\real_new\real_samples\260_123288_000032_000002.wav,real_new\real_samples\260_123288_000032_000002.wav,[ERROR] Речь не распознана,real,3.21,real_new,,,,0,
audio\real_new\real_samples\260_123288_000033_000001.wav,real_new\real_samples\260_123288_000033_000001.wav,[ERROR] Речь не распознана,real,4.86,real_new,,,,0,
audio\real_new\real_samples\260_123288_000034_000001.wav,real_new\real_samples\260_123288_000034_000001.wav,[ERROR] Речь не распознана,real,3.93,real_new,,,,0,
audio\real_new\real_samples\260_123288_000034_000002.wav,real_new\real_samples\260_123288_000034_000002.wav,Microsoft by parting armelle Close To The,real,4.02,real_new,,,,0,
audio\real_new\real_samples\260_123288_000035_000002.wav,real_new\real_samples\260_123288_000035_000002.wav,[ERROR] Речь не распознана,real,3.13,real_new,,,,0,
audio\real_new\real_samples\260_123288_000036_000000.wav,real_new\real_samples\260_123288_000036_000000.wav,Last A Right Down the words Let's Lover The S,real,3.99,real_new,,,,0,
audio\real_new\real_samples\260_123288_000038_000000.wav,real_new\real_samples\260_123288_000038_000000.wav,[ERROR] Речь не распознана,real,6.9,real_new,,,,0,
audio\real_new\real_samples\260_123288_000038_000001.wav,real_new\real_samples\260_123288_000038_000001.wav,[ERROR] Речь не распознана,real,11.38,real_new,,,,0,
audio\real_new\real_samples\260_123288_000039_000000.wav,real_new\real_samples\260_123288_000039_000000.wav,[ERROR] Речь не распознана,real,4.1,real_new,,,,0,
audio\real_new\real_samples\260_123288_000039_000001.wav,real_new\real_samples\260_123288_000039_000001.wav,[ERROR] Речь не распознана,real,13.75,real_new,,,,0,
audio\real_new\real_samples\260_123288_000039_000003.wav,real_new\real_samples\260_123288_000039_000003.wav,[ERROR] Речь не распознана,real,12.74,real_new,,,,0,
audio\real_new\real_samples\260_123288_000040_000000.wav,real_new\real_samples\260_123288_000040_000000.wav,[ERROR] Речь не распознана,real,5.54,real_new,,,,0,
audio\real_new\real_samples\260_123288_000041_000002.wav,real_new\real_samples\260_123288_000041_000002.wav,[ERROR] Речь не распознана,real,7.02,real_new,,,,0,
audio\real_new\real_samples\260_123288_000041_000003.wav,real_new\real_samples\260_123288_000041_000003.wav,[ERROR] Речь не распознана,real,13.24,real_new,,,,0,
audio\real_new\real_samples\260_123288_000042_000000.wav,real_new\real_samples\260_123288_000042_000000.wav,[ERROR] Речь не распознана,real,7.02,real_new,,,,0,
audio\real_new\real_samples\260_123288_000043_000001.wav,real_new\real_samples\260_123288_000043_000001.wav,[ERROR] Речь не распознана,real,9.64,real_new,,,,0,
audio\real_new\real_samples\260_123288_000045_000003.wav,real_new\real_samples\260_123288_000045_000003.wav,[ERROR] Речь не распознана,real,3.28,real_new,,,,0,
audio\real_new\real_samples\260_123288_000045_000004.wav,real_new\real_samples\260_123288_000045_000004.wav,[ERROR] Речь не распознана,real,5.16,real_new,,,,0,
audio\real_new\real_samples\260_123440_000002_000000.wav,real_new\real_samples\260_123440_000002_000000.wav,[ERROR] Речь не распознана,real,11.86,real_new,,,,0,
audio\real_new\real_samples\260_123440_000002_000001.wav,real_new\real_samples\260_123440_000002_000001.wav,[ERROR] Речь не распознана,real,13.48,real_new,,,,0,
audio\real_new\real_samples\260_123440_000002_000004.wav,real_new\real_samples\260_123440_000002_000004.wav,[ERROR] Речь не распознана,real,3.25,real_new,,,,0,
audio\real_new\real_samples\260_123440_000008_000000.wav,real_new\real_samples\260_123440_000008_000000.wav,[ERROR] Речь не распознана,real,9.53,real_new,,,,0,
audio\real_new\real_samples\260_123440_000010_000002.wav,real_new\real_samples\260_123440_000010_000002.wav,[ERROR] Речь не распознана,real,5.53,real_new,,,,0,
audio\real_new\real_samples\260_123440_000010_000003.wav,real_new\real_samples\260_123440_000010_000003.wav,[ERROR] Речь не распознана,real,3.33,real_new,,,,0,
audio\real_new\real_samples\260_123440_000010_000004.wav,real_new\real_samples\260_123440_000010_000004.wav,[ERROR] Речь не распознана,real,3.02,real_new,,,,0,
audio\real_new\real_samples\260_123440_000011_000000.wav,real_new\real_samples\260_123440_000011_000000.wav,[ERROR] Речь не распознана,real,13.77,real_new,,,,0,
audio\real_new\real_samples\260_123440_000011_000003.wav,real_new\real_samples\260_123440_000011_000003.wav,All Try If I know are the things I use,real,3.2,real_new,,,,0,
audio\real_new\real_samples\260_123440_000011_000004.wav,real_new\real_samples\260_123440_000011_000004.wav,[ERROR] Речь не распознана,real,9.05,real_new,,,,0,
audio\real_new\real_samples\260_123440_000011_000005.wav,real_new\real_samples\260_123440_000011_000005.wav,[ERROR] Речь не распознана,real,16.66,real_new,,,,0,
audio\real_new\real_samples\260_123440_000014_000000.wav,real_new\real_samples\260_123440_000014_000000.wav,[ERROR] Речь не распознана,real,16.87,real_new,,,,0,
audio\real_new\real_samples\260_123440_000014_000001.wav,real_new\real_samples\260_123440_000014_000001.wav,[ERROR] Речь не распознана,real,4.51,real_new,,,,0,
audio\real_new\real_samples\260_123440_000014_000002.wav,real_new\real_samples\260_123440_000014_000002.wav,[ERROR] Речь не распознана,real,8.78,real_new,,,,0,
audio\real_new\real_samples\260_123440_000014_000004.wav,real_new\real_samples\260_123440_000014_000004.wav,[ERROR] Речь не распознана,real,3.15,real_new,,,,0,
audio\real_new\real_samples\260_123440_000015_000000.wav,real_new\real_samples\260_123440_000015_000000.wav,[ERROR] Речь не распознана,real,8.85,real_new,,,,0,
audio\real_new\real_samples\260_123440_000018_000002.wav,real_new\real_samples\260_123440_000018_000002.wav,[ERROR] Речь не распознана,real,5.25,real_new,,,,0,
audio\real_new\real_samples\260_123440_000019_000000.wav,real_new\real_samples\260_123440_000019_000000.wav,[ERROR] Речь не распознана,real,18.54,real_new,,,,0,
audio\real_new\real_samples\260_123440_000020_000000.wav,real_new\real_samples\260_123440_000020_000000.wav,to speak to This Mouse Everything is the way Down Here they Think very like it can Talking,real,17.73,real_new,,,,0,
audio\real_new\real_samples\260_123440_000021_000001.wav,real_new\real_samples\260_123440_000021_000001.wav,[ERROR] Речь не распознана,real,9.64,real_new,,,,0,
audio\real_new\real_samples\260_123440_000022_000000.wav,real_new\real_samples\260_123440_000022_000000.wav,[ERROR] Речь не распознана,real,3.21,real_new,,,,0,
audio\real_new\real_samples\260_123440_000023_000000.wav,real_new\real_samples\260_123440_000023_000000.wav,[ERROR] Речь не распознана,real,4.4,real_new,,,,0,
audio\real_new\real_samples\260_123440_000023_000001.wav,real_new\real_samples\260_123440_000023_000001.wav,[ERROR] Речь не распознана,real,5.98,real_new,,,,0,
audio\real_new\real_samples\260_123440_000024_000000.wav,real_new\real_samples\260_123440_000024_000000.wav,в and Cry The Mouse westing,real,4.55,real_new,,,,0,
audio\real_new\real_samples\260_123440_000024_000002.wav,real_new\real_samples\260_123440_000024_000002.wav,[ERROR] Речь не распознана,real,5.16,real_new,,,,0,
audio\real_new\real_samples\260_123440_000025_000002.wav,real_new\real_samples\260_123440_000025_000002.wav,[ERROR] Речь не распознана,real,4.24,real_new,,,,0,
audio\real_new\real_samples\262c69ba76ad7e4629ddd656fed9dfac.wav,real_new\real_samples\262c69ba76ad7e4629ddd656fed9dfac.wav,Салют надоело,real,1.67,real_new,,,,0,
audio\real_new\real_samples\2648bb902d39d0c47351839589588290.wav,real_new\real_samples\2648bb902d39d0c47351839589588290.wav,салют в Бразилии сейчас лето или зима,real,3.76,real_new,,,,0,
audio\real_new\real_samples\269e7ca24e53d070659082cc359af749.wav,real_new\real_samples\269e7ca24e53d070659082cc359af749.wav,Салют второе воскресенье апреля - это какое число,real,4.07,real_new,,,,0,
audio\real_new\real_samples\26b5aaa90c0a00d45d4e9695adf7b687.wav,real_new\real_samples\26b5aaa90c0a00d45d4e9695adf7b687.wav,у тебя найдётся Виктория,real,2.34,real_new,,,,0,
audio\real_new\real_samples\26b78898fb2e114bffd340ae47383c09.wav,real_new\real_samples\26b78898fb2e114bffd340ae47383c09.wav,какой курс валюты будет 6 марта этого года,real,4.52,real_new,,,,0,
audio\real_new\real_samples\26b926e676cebce60b40885c32b9b243.wav,real_new\real_samples\26b926e676cebce60b40885c32b9b243.wav,[ERROR] Речь не распознана,real,2.93,real_new,,,,0,
audio\real_new\real_samples\26bd28a3ed1f4891a65fb4f2cc3d449e.wav,real_new\real_samples\26bd28a3ed1f4891a65fb4f2cc3d449e.wav,найти лучшие фильмы жанра детектив,real,3.74,real_new,,,,0,
audio\real_new\real_samples\26c28db3bbddcaacdf7f0402a509e16c.wav,real_new\real_samples\26c28db3bbddcaacdf7f0402a509e16c.wav,положи на счёт Михаила 3.000 руб,real,3.9,real_new,,,,0,
audio\real_new\real_samples\26c598dfd0ed1bdcdc05cc564d0d9c3e.wav,real_new\real_samples\26c598dfd0ed1bdcdc05cc564d0d9c3e.wav,хоаким роннинг,real,3.97,real_new,,,,0,
audio\real_new\real_samples\26c6e61841536280174b459095bbf17e.wav,real_new\real_samples\26c6e61841536280174b459095bbf17e.wav,маршрут аварийный комиссар кузов,real,4.74,real_new,,,,0,
audio\real_new\real_samples\26c7bbcec34f81f8f38a0d0c4fc5f91f.wav,real_new\real_samples\26c7bbcec34f81f8f38a0d0c4fc5f91f.wav,Найди ближайший банкомат ВТБ,real,3.56,real_new,,,,0,
audio\real_new\real_samples\26cd54f6a1fc86b02a4e730eeeb60537.wav,real_new\real_samples\26cd54f6a1fc86b02a4e730eeeb60537.wav,Покажи мне передачу ЕГЭ ТВ на с матрёшке,real,5.96,real_new,,,,0,
audio\real_new\real_samples\26ce4ff1e80181e5ed476b2f252979f5.wav,real_new\real_samples\26ce4ff1e80181e5ed476b2f252979f5.wav,Сбер принять входящий вызов,real,2.73,real_new,,,,0,
audio\real_new\real_samples\26cff1daa569b64aa9ef3e671ea57821.wav,real_new\real_samples\26cff1daa569b64aa9ef3e671ea57821.wav,покажи картину Чип и Дейл,real,3.6,real_new,,,,0,
audio\real_new\real_samples\26d2dbe7ab17f94856599a499bd430b4.wav,real_new\real_samples\26d2dbe7ab17f94856599a499bd430b4.wav,Салют паула Абдул,real,2.66,real_new,,,,0,
audio\real_new\real_samples\26db91c46255ce499282125da6ebd9c8.wav,real_new\real_samples\26db91c46255ce499282125da6ebd9c8.wav,Сбер Позвони орешки,real,1.79,real_new,,,,0,
audio\real_new\real_samples\26e1ffed2a94c2661226f4d60fbc13d4.wav,real_new\real_samples\26e1ffed2a94c2661226f4d60fbc13d4.wav,Найди лучшие фильмы жанра,real,2.56,real_new,,,,0,
audio\real_new\real_samples\26e25426613efbb94706b03e92c6316e.wav,real_new\real_samples\26e25426613efbb94706b03e92c6316e.wav,Врубай книга крови 4K на Окко,real,5.48,real_new,,,,0,
audio\real_new\real_samples\26e3ba50db90d41902c4b47676b567f7.wav,real_new\real_samples\26e3ba50db90d41902c4b47676b567f7.wav,Салют следующая,real,2.09,real_new,,,,0,
audio\real_new\real_samples\26e7348623d78a2f0c2b4d42671135c7.wav,real_new\real_samples\26e7348623d78a2f0c2b4d42671135c7.wav,Покажи чтец 4К,real,4.48,real_new,,,,0,
audio\real_new\real_samples\26ebb651796be06fd29d5c2fa703c627.wav,real_new\real_samples\26ebb651796be06fd29d5c2fa703c627.wav,фильм с жигуновым,real,4.44,real_new,,,,0,
audio\real_new\real_samples\26ebbefad77d099372b512a8d8f089ca.wav,real_new\real_samples\26ebbefad77d099372b512a8d8f089ca.wav,Салют рособоронэкспорт индустрия,real,4.42,real_new,,,,0,
audio\real_new\real_samples\26feacf0838716a66b9a37677d66ffb3.wav,real_new\real_samples\26feacf0838716a66b9a37677d66ffb3.wav,Средняя общеобразовательная школа номер 32 с углублённым изучением предметов физико-математического профиля,real,10.94,real_new,,,,0,
audio\real_new\real_samples\26ff396b20ba785ce8a26376f0d887f7.wav,real_new\real_samples\26ff396b20ba785ce8a26376f0d887f7.wav,у тебя найдётся чикфлик,real,2.24,real_new,,,,0,
audio\real_new\real_samples\276f7d046745f917997b1845a6aad6af.wav,real_new\real_samples\276f7d046745f917997b1845a6aad6af.wav,Почему Лёд и снег холодный,real,2.61,real_new,,,,0,
audio\real_new\real_samples\278b0ff79624a96a14b196367d6458fd.wav,real_new\real_samples\278b0ff79624a96a14b196367d6458fd.wav,Набери Евгений алексе,real,2.42,real_new,,,,0,
audio\real_new\real_samples\27a185fbe37fd700501133f8f20f9c23.wav,real_new\real_samples\27a185fbe37fd700501133f8f20f9c23.wav,кино Мэнни Пакьяо давай Я посмотрю,real,5.06,real_new,,,,0,
audio\real_new\real_samples\27a4e09da5cfd2c9690489f16974e35d.wav,real_new\real_samples\27a4e09da5cfd2c9690489f16974e35d.wav,в твоём каталоге есть фантастика,real,2.71,real_new,,,,0,
audio\real_new\real_samples\27a5d756233397cf6668e06de764041a.wav,real_new\real_samples\27a5d756233397cf6668e06de764041a.wav,Найди передачу Наука на ТВ,real,3.96,real_new,,,,0,
audio\real_new\real_samples\27afe3ea9d2b7f989c55973fdbcbb827.wav,real_new\real_samples\27afe3ea9d2b7f989c55973fdbcbb827.wav,салют,real,1.47,real_new,,,,0,
audio\real_new\real_samples\27c2c0eedab2accb5a42ba7156f436b4.wav,real_new\real_samples\27c2c0eedab2accb5a42ba7156f436b4.wav,включай фильм поноса,real,3.94,real_new,,,,0,
audio\real_new\real_samples\27d3dd6d9b0da1bee961ac90c0bb6059.wav,real_new\real_samples\27d3dd6d9b0da1bee961ac90c0bb6059.wav,Покажи радиолюбителя ТВ,real,3.92,real_new,,,,0,
audio\real_new\real_samples\27d9e2de3ae3d013c2de009ea3716dc3.wav,real_new\real_samples\27d9e2de3ae3d013c2de009ea3716dc3.wav,Включи мне насмотрелся,real,2.8,real_new,,,,0,
audio\real_new\real_samples\27e54b9f7946e5a368a05c0a9c3287d2.wav,real_new\real_samples\27e54b9f7946e5a368a05c0a9c3287d2.wav,Игорю игоревичу,real,2.6,real_new,,,,0,
audio\real_new\real_samples\27eb916f4c0eac1d570d59e9c4671148.wav,real_new\real_samples\27eb916f4c0eac1d570d59e9c4671148.wav,Союз хочу записаться к мастеру на коррекцию бровей,real,4.5,real_new,,,,0,
audio\real_new\real_samples\27fd1fb4349d93db68acadab293f94a3.wav,real_new\real_samples\27fd1fb4349d93db68acadab293f94a3.wav,Включи встречу Манчестер и,real,3.28,real_new,,,,0,
audio\real_new\real_samples\28125b79bd848b099ad0bc8b28461738.wav,real_new\real_samples\28125b79bd848b099ad0bc8b28461738.wav,[ERROR] Речь не распознана,real,1.73,real_new,,,,0,
audio\real_new\real_samples\2829e00aee3362d7d1c3edc54dae6374.wav,real_new\real_samples\2829e00aee3362d7d1c3edc54dae6374.wav,[ERROR] Речь не распознана,real,1.73,real_new,,,,0,
audio\real_new\real_samples\2830_3979_000008_000000.wav,real_new\real_samples\2830_3979_000008_000000.wav,[ERROR] Речь не распознана,real,10.99,real_new,,,,0,
audio\real_new\real_samples\2830_3979_000009_000001.wav,real_new\real_samples\2830_3979_000009_000001.wav,[ERROR] Речь не распознана,real,4.38,real_new,,,,0,
audio\real_new\real_samples\2830_3979_000012_000000.wav,real_new\real_samples\2830_3979_000012_000000.wav,[ERROR] Речь не распознана,real,15.3,real_new,,,,0,
audio\real_new\real_samples\2830_3979_000014_000000.wav,real_new\real_samples\2830_3979_000014_000000.wav,[ERROR] Речь не распознана,real,19.68,real_new,,,,0,
audio\real_new\real_samples\2830_3979_000016_000001.wav,real_new\real_samples\2830_3979_000016_000001.wav,[ERROR] Речь не распознана,real,3.63,real_new,,,,0,
audio\real_new\real_samples\2830_3979_000017_000001.wav,real_new\real_samples\2830_3979_000017_000001.wav,[ERROR] Речь не распознана,real,6.33,real_new,,,,0,
audio\real_new\real_samples\2830_3979_000017_000003.wav,real_new\real_samples\2830_3979_000017_000003.wav,[ERROR] Речь не распознана,real,3.37,real_new,,,,0,
audio\real_new\real_samples\2830_3979_000017_000004.wav,real_new\real_samples\2830_3979_000017_000004.wav,[ERROR] Речь не распознана,real,12.55,real_new,,,,0,
audio\real_new\real_samples\2830_3979_000017_000006.wav,real_new\real_samples\2830_3979_000017_000006.wav,Germany English Translation English version psych либрейн in Dance in the have it in,real,12.89,real_new,,,,0,
audio\real_new\real_samples\2830_3979_000018_000000.wav,real_new\real_samples\2830_3979_000018_000000.wav,телефон 19,real,6.08,real_new,,,,0,
audio\real_new\real_samples\2830_3979_000018_000002.wav,real_new\real_samples\2830_3979_000018_000002.wav,[ERROR] Речь не распознана,real,5.03,real_new,,,,0,
audio\real_new\real_samples\2830_3979_000018_000004.wav,real_new\real_samples\2830_3979_000018_000004.wav,смотреть,real,14.05,real_new,,,,0,
audio\real_new\real_samples\2830_3979_000018_000006.wav,real_new\real_samples\2830_3979_000018_000006.wav,[ERROR] Речь не распознана,real,5.81,real_new,,,,0,
audio\real_new\real_samples\2830_3979_000018_000008.wav,real_new\real_samples\2830_3979_000018_000008.wav,[ERROR] Речь не распознана,real,12.76,real_new,,,,0,
audio\real_new\real_samples\2830_3979_000018_000009.wav,real_new\real_samples\2830_3979_000018_000009.wav,[ERROR] Речь не распознана,real,8.6,real_new,,,,0,
audio\real_new\real_samples\2830_3979_000019_000001.wav,real_new\real_samples\2830_3979_000019_000001.wav,A Present like Now What is very is the Center For The justification of the Center For The sake of Christmas,real,7.72,real_new,,,,0,
audio\real_new\real_samples\2830_3979_000020_000000.wav,real_new\real_samples\2830_3979_000020_000000.wav,[ERROR] Речь не распознана,real,10.94,real_new,,,,0,
audio\real_new\real_samples\2830_3979_000021_000000.wav,real_new\real_samples\2830_3979_000021_000000.wav,[ERROR] Речь не распознана,real,6.71,real_new,,,,0,
audio\real_new\real_samples\2830_3979_000023_000000.wav,real_new\real_samples\2830_3979_000023_000000.wav,clarity Garden highs Andreas Peace good,real,5.25,real_new,,,,0,
audio\real_new\real_samples\2830_3980_000011_000001.wav,real_new\real_samples\2830_3980_000011_000001.wav,[ERROR] Речь не распознана,real,6.91,real_new,,,,0,
audio\real_new\real_samples\2830_3980_000012_000000.wav,real_new\real_samples\2830_3980_000012_000000.wav,[ERROR] Речь не распознана,real,10.76,real_new,,,,0,
audio\real_new\real_samples\2830_3980_000014_000000.wav,real_new\real_samples\2830_3980_000014_000000.wav,[ERROR] Речь не распознана,real,8.82,real_new,,,,0,
